Timestamp,Shoulder Width (cm),Chest (cm),Waist (cm),Hip Width (cm),Arm Length (cm),Leg Length (cm),Height (cm)
2025-08-11 20:41:43,40.0,100.0,26.38,26.38,12.83,75.0,129.52
2025-08-11 20:41:43,40.06,100.15,26.5,26.5,12.07,75.27,130.99
2025-08-11 20:41:43,39.77,99.43,26.5,26.5,11.81,75.01,131.53
2025-08-11 20:41:43,39.62,99.05,26.51,26.51,11.67,75.01,131.96
2025-08-11 20:41:43,39.61,99.03,26.77,26.77,11.63,75.15,132.37
2025-08-11 20:41:43,39.07,97.67,26.37,26.37,11.86,75.38,133.33
2025-08-11 20:41:43,39.08,97.7,26.37,26.37,12.16,75.37,133.75
2025-08-11 20:41:44,39.08,97.7,26.51,26.51,12.65,75.63,134.17
2025-08-11 20:41:44,39.08,97.7,26.5,26.5,13.14,75.5,134.3
2025-08-11 20:41:44,39.21,98.03,26.63,26.63,13.44,75.74,135.41
2025-08-11 20:41:44,39.34,98.35,26.89,26.89,13.64,75.62,135.95
2025-08-11 20:41:44,39.34,98.35,27.03,27.03,14.39,75.24,136.33
2025-08-11 20:41:44,39.74,99.35,27.17,27.17,14.25,75.81,137.13
2025-08-11 20:41:44,39.88,99.7,27.18,27.18,14.3,75.84,137.9
2025-08-11 20:41:44,39.62,99.05,27.19,27.19,14.26,77.2,140.03
2025-08-11 20:41:44,39.21,98.03,27.05,27.05,14.0,76.97,139.17
2025-08-11 20:41:44,39.34,98.35,27.31,27.31,13.76,77.37,138.48
2025-08-11 20:41:44,40.42,101.05,27.71,27.71,13.88,77.58,137.11
2025-08-11 20:41:44,40.96,102.4,27.57,27.57,14.02,77.58,134.7
2025-08-11 20:41:44,39.96,99.9,26.77,26.77,15.06,77.4,129.75
2025-08-11 20:41:44,39.69,99.22,26.92,26.92,16.58,77.79,128.69
2025-08-11 20:41:44,39.47,98.67,26.77,26.77,17.4,77.97,127.38
2025-08-11 20:41:44,39.44,98.6,26.78,26.78,18.18,78.81,128.43
2025-08-11 20:41:44,38.97,97.42,26.66,26.66,18.5,79.26,129.81
2025-08-11 20:41:44,39.08,97.7,27.06,27.06,19.04,79.78,131.01
2025-08-11 20:41:44,38.75,96.88,27.06,27.06,18.74,79.22,130.24
2025-08-11 20:41:44,38.46,96.15,26.95,26.95,18.61,79.87,132.14
2025-08-11 20:41:45,38.2,95.5,26.81,26.81,18.87,80.14,133.38
2025-08-11 20:41:45,38.44,96.1,26.96,26.96,18.74,79.99,134.56
2025-08-11 20:41:45,38.84,97.1,26.95,26.95,18.4,79.84,135.73
2025-08-11 20:41:45,38.84,97.1,26.7,26.7,17.94,80.51,143.05
2025-08-11 20:41:45,38.63,96.58,25.1,25.1,17.22,79.96,144.47
2025-08-11 20:41:45,38.03,95.08,24.44,24.44,16.05,79.42,143.76
2025-08-11 20:41:45,37.69,94.22,24.16,24.16,15.13,79.95,144.11
2025-08-11 20:41:45,37.81,94.53,24.52,24.52,16.95,80.52,145.0
2025-08-11 20:41:45,37.69,94.22,24.93,24.93,19.1,80.65,146.36
2025-08-11 20:41:45,37.57,93.92,24.93,24.93,20.84,80.58,147.02
2025-08-11 20:41:45,37.53,93.83,24.91,24.91,41.47,78.37,144.91
2025-08-11 20:41:45,37.54,93.85,24.91,24.91,40.75,77.54,145.49
2025-08-11 20:41:45,37.42,93.55,24.77,24.77,40.14,76.85,145.15
2025-08-11 20:41:45,37.56,93.9,24.66,24.66,36.41,76.61,144.59
2025-08-11 20:41:45,37.56,93.9,24.94,24.94,42.43,76.5,144.75
2025-08-11 20:41:45,37.17,92.93,24.77,24.77,44.03,76.34,144.39
2025-08-11 20:41:45,36.5,91.25,24.5,24.5,37.89,76.44,144.05
2025-08-11 20:41:45,35.77,89.43,23.94,23.94,36.12,76.38,142.36
2025-08-11 20:41:45,35.34,88.35,23.14,23.14,39.74,75.31,140.64
2025-08-11 20:41:45,34.78,86.95,23.14,23.14,41.37,75.44,140.39
2025-08-11 20:41:45,34.24,85.6,22.87,22.87,40.26,74.24,138.39
2025-08-11 20:41:46,33.18,82.95,22.48,22.48,37.99,74.5,138.42
2025-08-11 20:41:46,33.05,82.62,22.07,22.07,38.15,74.52,138.57
2025-08-11 20:41:46,32.91,82.27,22.07,22.07,31.27,74.25,137.92
2025-08-11 20:41:46,32.52,81.3,21.8,21.8,28.78,74.25,137.47
2025-08-11 20:41:46,30.98,77.45,21.29,21.29,28.51,74.03,138.29
2025-08-11 20:41:46,30.64,76.6,20.5,20.5,29.32,74.08,137.36
2025-08-11 20:41:46,30.4,76.0,20.63,20.63,31.06,73.52,134.89
2025-08-11 20:41:46,30.86,77.15,20.92,20.92,32.16,73.14,133.43
2025-08-11 20:41:46,29.96,74.9,20.27,20.27,37.07,72.68,131.77
2025-08-11 20:41:46,29.17,72.93,20.14,20.14,34.41,72.14,130.11
2025-08-11 20:41:46,27.66,69.15,19.46,19.46,36.69,71.59,128.28
2025-08-11 20:41:46,27.16,67.9,19.04,19.04,37.12,71.85,127.43
2025-08-11 20:41:46,26.44,66.1,18.79,18.79,36.43,71.41,126.31
2025-08-11 20:41:46,25.67,64.18,18.42,18.42,32.29,71.62,125.29
2025-08-11 20:41:46,25.37,63.43,18.51,18.51,27.7,71.58,124.42
2025-08-11 20:41:46,24.46,61.15,18.26,18.26,18.86,72.34,125.07
2025-08-11 20:41:46,24.66,61.65,19.06,19.06,15.73,71.83,124.84
2025-08-11 20:41:46,24.69,61.73,20.02,20.02,20.6,72.02,124.69
2025-08-11 20:41:46,24.62,61.55,20.15,20.15,16.33,71.14,122.85
2025-08-11 20:41:46,23.82,59.55,18.66,18.66,22.25,70.14,120.16
2025-08-11 20:41:46,24.07,60.17,18.77,18.77,25.17,69.25,118.9
2025-08-11 20:41:47,23.77,59.42,18.65,18.65,25.29,69.0,118.52
2025-08-11 20:41:47,23.15,57.88,18.38,18.38,25.33,68.97,118.24
2025-08-11 20:41:47,20.22,50.55,16.96,16.96,23.39,67.91,116.27
2025-08-11 20:41:47,19.57,48.92,16.29,16.29,23.93,66.29,114.87
2025-08-11 20:41:47,19.14,47.85,16.01,16.01,23.52,65.66,114.66
2025-08-11 20:41:47,17.28,43.2,14.52,14.52,23.82,64.24,113.2
2025-08-11 20:41:47,16.13,40.32,13.59,13.59,24.06,62.33,111.39
2025-08-11 20:41:47,15.44,38.6,12.94,12.94,24.74,61.07,111.08
2025-08-11 20:41:47,14.76,36.9,11.46,11.46,25.58,51.61,101.47
2025-08-11 20:41:47,12.99,32.48,10.69,10.69,25.58,43.24,91.96
2025-08-11 20:41:47,18.65,46.62,11.88,11.88,24.82,39.74,87.39
2025-08-11 20:41:48,27.86,69.65,20.19,20.19,49.47,64.69,113.24
2025-08-11 20:41:48,29.26,73.15,21.3,21.3,48.03,61.48,112.95
2025-08-11 20:41:48,30.15,75.38,21.42,21.42,44.39,58.55,112.11
2025-08-11 20:41:48,30.03,75.08,21.11,21.11,55.97,52.76,105.1
2025-08-11 20:41:48,29.29,73.22,20.14,20.14,56.3,51.59,105.48
2025-08-11 20:41:48,29.17,72.93,17.46,17.46,52.17,48.4,101.09
2025-08-11 20:41:48,29.43,73.58,17.53,17.53,52.11,51.97,106.17
2025-08-11 20:41:48,29.8,74.5,18.17,18.17,52.4,63.77,119.15
2025-08-11 20:41:48,30.15,75.38,17.27,17.27,53.72,57.95,112.0
2025-08-11 20:41:48,29.25,73.12,16.61,16.61,52.63,57.75,114.69
2025-08-11 20:41:48,29.76,74.4,16.29,16.29,47.97,57.07,112.23
2025-08-11 20:41:48,29.31,73.27,17.18,17.18,44.33,56.86,111.7
2025-08-11 20:41:48,30.28,75.7,17.72,17.72,47.01,58.72,110.64
2025-08-11 20:41:48,30.44,76.1,18.11,18.11,44.67,59.66,116.25
2025-08-11 20:41:48,30.07,75.17,18.3,18.3,43.31,59.07,115.42
2025-08-11 20:41:48,29.88,74.7,18.42,18.42,42.32,55.63,110.37
2025-08-11 20:41:48,29.15,72.88,18.02,18.02,41.05,53.18,104.44
2025-08-11 20:41:48,28.36,70.9,17.76,17.76,39.3,53.17,101.87
2025-08-11 20:41:49,27.91,69.78,17.43,17.43,35.03,54.09,97.99
2025-08-11 20:41:49,25.82,64.55,16.64,16.64,32.24,50.9,94.36
2025-08-11 20:41:49,23.84,59.6,16.38,16.38,31.76,48.95,92.03
2025-08-11 20:41:49,22.55,56.38,16.24,16.24,31.05,49.78,93.63
2025-08-11 20:41:49,21.82,54.55,15.47,15.47,29.66,48.68,93.31
2025-08-11 20:41:49,21.17,52.93,14.65,14.65,27.03,47.6,91.37
2025-08-11 20:41:49,20.06,50.15,13.31,13.31,25.63,47.96,91.99
2025-08-11 20:41:49,20.74,51.85,13.58,13.58,23.46,47.75,93.37
2025-08-11 20:41:49,20.46,51.15,13.46,13.46,23.94,47.33,92.6
2025-08-11 20:41:49,20.31,50.77,13.41,13.41,23.16,46.88,90.96
2025-08-11 20:41:49,20.42,51.05,13.4,13.4,23.57,47.49,91.25
2025-08-11 20:41:49,19.86,49.65,12.99,12.99,22.83,47.35,90.4
2025-08-11 20:41:49,19.84,49.6,12.85,12.85,22.43,44.69,87.21
2025-08-11 20:41:49,19.97,49.92,12.84,12.84,21.91,43.62,85.24
2025-08-11 20:41:49,19.97,49.92,12.98,12.98,21.8,43.76,85.3
2025-08-11 20:41:49,19.31,48.27,12.71,12.71,21.44,41.11,81.89
2025-08-11 20:41:49,19.02,47.55,12.71,12.71,21.82,41.23,81.9
2025-08-11 20:41:49,19.04,47.6,12.32,12.32,21.61,42.69,81.89
2025-08-11 20:41:49,19.09,47.73,12.18,12.18,20.99,43.49,82.49
2025-08-11 20:41:49,18.97,47.42,12.2,12.2,20.92,44.14,83.13
2025-08-11 20:41:49,18.72,46.8,12.07,12.07,20.9,42.28,81.07
2025-08-11 20:41:50,18.85,47.12,12.09,12.09,20.87,42.16,80.66
2025-08-11 20:41:50,18.75,46.88,11.95,11.95,20.37,42.57,80.66
2025-08-11 20:41:50,18.63,46.57,11.97,11.97,19.51,42.44,78.79
2025-08-11 20:41:50,18.22,45.55,11.83,11.83,19.07,42.7,79.05
2025-08-11 20:41:50,17.67,44.18,11.71,11.71,19.09,41.77,77.58
2025-08-11 20:41:50,17.54,43.85,11.58,11.58,19.17,41.64,76.78
2025-08-11 20:41:50,17.97,44.92,11.58,11.58,18.88,41.63,77.31
2025-08-11 20:41:50,17.69,44.23,11.71,11.71,18.64,41.5,75.71
2025-08-11 20:41:50,17.27,43.17,10.77,10.77,19.67,40.8,74.58
2025-08-11 20:41:50,17.11,42.77,10.34,10.34,20.09,39.33,73.14
2025-08-11 20:41:50,17.34,43.35,10.45,10.45,20.35,37.87,71.58
2025-08-11 20:41:50,17.29,43.22,10.45,10.45,20.49,37.75,71.62
2025-08-11 20:41:50,17.41,43.52,10.57,10.57,20.76,37.38,71.42
2025-08-11 20:41:50,17.53,43.83,10.84,10.84,21.03,37.92,72.02
2025-08-11 20:41:50,17.52,43.8,10.7,10.7,20.89,37.68,71.85
2025-08-11 20:41:50,17.79,44.47,10.84,10.84,20.9,37.56,71.76
2025-08-11 20:41:50,17.26,43.15,10.57,10.57,20.82,37.49,71.39
2025-08-11 20:41:50,17.53,43.83,10.84,10.84,20.92,36.68,70.62
2025-08-11 20:41:50,17.13,42.82,10.57,10.57,20.96,37.79,71.47
2025-08-11 20:41:50,17.12,42.8,10.7,10.7,20.71,37.27,70.84
2025-08-11 20:41:50,16.99,42.47,10.57,10.57,20.83,36.57,69.9
2025-08-11 20:41:51,17.12,42.8,10.57,10.57,20.81,36.12,69.46
2025-08-11 20:41:51,17.12,42.8,10.57,10.57,20.94,35.58,68.72
2025-08-11 20:41:51,16.86,42.15,10.57,10.57,19.22,36.1,69.07
2025-08-11 20:41:51,16.59,41.48,10.46,10.46,18.04,36.1,68.5
2025-08-11 20:41:51,16.72,41.8,10.59,10.59,17.49,36.5,68.64
2025-08-11 20:41:51,16.72,41.8,10.59,10.59,17.33,37.96,69.68
2025-08-11 20:41:51,16.45,41.12,10.59,10.59,17.34,37.81,69.12
2025-08-11 20:41:51,16.18,40.45,10.58,10.58,17.46,38.21,69.52
2025-08-11 20:41:51,15.79,39.47,10.71,10.71,17.42,37.64,69.01
2025-08-11 20:41:51,15.93,39.83,10.7,10.7,17.4,37.35,68.65
2025-08-11 20:41:51,16.06,40.15,10.57,10.57,17.42,36.27,67.57
2025-08-11 20:41:51,16.19,40.48,10.84,10.84,17.36,35.85,67.14
2025-08-11 20:41:51,16.32,40.8,10.84,10.84,17.42,35.99,67.28
2025-08-11 20:41:51,16.32,40.8,10.84,10.84,17.46,36.65,68.05
2025-08-11 20:41:51,16.45,41.12,10.7,10.7,17.49,36.92,68.29
2025-08-11 20:41:51,16.72,41.8,10.84,10.84,17.34,36.27,67.79
2025-08-11 20:41:51,16.86,42.15,10.7,10.7,17.22,35.76,67.35
2025-08-11 20:41:51,16.72,41.8,10.7,10.7,16.99,35.24,66.67
2025-08-11 20:41:51,16.45,41.12,10.44,10.44,16.81,36.84,68.53
2025-08-11 20:41:51,16.32,40.8,10.44,10.44,16.57,37.51,69.19
2025-08-11 20:41:51,16.61,41.52,10.31,10.31,17.79,37.28,69.03
2025-08-11 20:41:52,16.38,40.95,10.31,10.31,18.6,37.98,69.55
2025-08-11 20:41:52,16.14,40.35,10.18,10.18,19.23,38.26,69.96
2025-08-11 20:41:52,16.16,40.4,9.91,9.91,19.46,38.38,70.1
2025-08-11 20:41:52,16.16,40.4,10.05,10.05,19.34,38.77,70.63
2025-08-11 20:41:52,16.18,40.45,10.06,10.06,19.58,39.05,71.04
2025-08-11 20:41:52,16.19,40.48,10.2,10.2,19.55,38.67,70.92
2025-08-11 20:41:52,16.31,40.77,10.12,10.12,19.13,37.49,70.8
2025-08-11 20:41:52,16.18,40.45,10.14,10.14,19.0,37.23,70.81
2025-08-11 20:41:52,16.33,40.82,10.12,10.12,19.13,37.49,71.08
2025-08-11 20:41:52,16.59,41.48,10.27,10.27,19.4,37.46,71.07
2025-08-11 20:41:52,16.59,41.48,10.27,10.27,19.8,37.46,71.19
2025-08-11 20:41:52,16.59,41.48,10.27,10.27,20.06,37.59,71.32
2025-08-11 20:41:52,16.59,41.48,10.27,10.27,20.2,37.73,71.72
2025-08-11 20:41:52,16.46,41.15,10.27,10.27,20.6,37.73,71.59
2025-08-11 20:41:52,16.82,42.05,10.12,10.12,21.27,37.68,71.7
2025-08-11 20:41:52,16.81,42.02,10.1,10.1,21.54,37.37,71.7
2025-08-11 20:41:52,16.66,41.65,9.94,9.94,21.41,37.47,71.84
2025-08-11 20:41:52,16.53,41.33,9.81,9.81,21.41,37.32,71.73
2025-08-11 20:41:52,16.66,41.65,10.21,10.21,21.96,37.32,71.91
2025-08-11 20:41:52,16.64,41.6,10.34,10.34,22.27,37.19,71.81
2025-08-11 20:41:52,16.49,41.22,10.48,10.48,22.83,37.2,71.85
2025-08-11 20:41:53,16.75,41.88,10.73,10.73,23.29,37.49,72.27
2025-08-11 20:41:53,16.61,41.52,10.72,10.72,23.19,37.52,72.19
2025-08-11 20:41:53,16.33,40.82,10.71,10.71,23.34,37.29,71.73
2025-08-11 20:41:53,16.32,40.8,10.57,10.57,23.49,37.23,71.56
2025-08-11 20:41:53,16.32,40.8,10.57,10.57,23.36,37.51,71.62
2025-08-11 20:41:53,16.32,40.8,10.7,10.7,23.36,37.77,71.49
2025-08-11 20:41:53,16.32,40.8,10.83,10.83,23.33,37.52,71.28
2025-08-11 20:41:53,16.32,40.8,10.7,10.7,23.29,37.49,71.19
2025-08-11 20:41:53,16.45,41.12,10.7,10.7,23.16,37.07,70.74
2025-08-11 20:41:53,16.32,40.8,10.57,10.57,23.23,36.78,70.43
2025-08-11 20:41:53,16.45,41.12,10.43,10.43,23.29,36.22,70.09
2025-08-11 20:41:53,16.32,40.8,10.17,10.17,23.2,36.34,70.17
2025-08-11 20:41:53,16.32,40.8,10.17,10.17,23.05,36.31,70.1
2025-08-11 20:41:53,16.19,40.48,10.17,10.17,23.07,36.28,70.17
2025-08-11 20:41:53,16.06,40.15,10.03,10.03,22.63,36.38,70.31
2025-08-11 20:41:53,16.34,40.85,10.17,10.17,22.47,36.39,70.25
2025-08-11 20:41:53,16.47,41.17,10.17,10.17,22.45,36.41,70.24
2025-08-11 20:41:53,16.35,40.88,10.17,10.17,22.45,36.44,70.23
2025-08-11 20:41:53,16.36,40.9,10.3,10.3,22.83,36.6,70.49
2025-08-11 20:41:53,16.13,40.32,10.44,10.44,23.1,37.02,71.16
2025-08-11 20:41:53,16.28,40.7,10.44,10.44,23.59,37.81,72.1
2025-08-11 20:41:54,16.31,40.77,10.58,10.58,23.69,37.81,72.37
2025-08-11 20:41:54,17.02,42.55,10.72,10.72,23.78,36.39,71.05
2025-08-11 20:41:54,17.04,42.6,10.61,10.61,23.8,36.39,71.46
2025-08-11 20:41:54,17.22,43.05,10.62,10.62,23.96,36.4,71.99
2025-08-11 20:41:54,17.37,43.43,10.74,10.74,24.11,36.67,72.27
2025-08-11 20:41:54,17.75,44.38,10.87,10.87,24.4,36.4,72.53
2025-08-11 20:41:54,17.73,44.33,10.74,10.74,24.84,36.02,72.67
2025-08-11 20:41:54,18.3,45.75,11.02,11.02,26.32,35.9,73.58
2025-08-11 20:41:54,19.18,47.95,11.73,11.73,27.16,36.06,74.37
2025-08-11 20:41:54,19.96,49.9,12.13,12.13,27.71,36.43,74.64
2025-08-11 20:41:54,20.74,51.85,12.64,12.64,28.39,37.07,76.13
2025-08-11 20:41:54,20.49,51.22,12.9,12.9,29.12,37.7,77.89
2025-08-11 20:41:54,20.35,50.88,13.15,13.15,29.93,37.26,79.41
2025-08-11 20:41:54,20.49,51.22,13.29,13.29,30.25,37.25,80.48
2025-08-11 20:41:54,20.6,51.5,13.67,13.67,30.25,37.89,82.23
2025-08-11 20:41:54,22.74,56.85,14.85,14.85,27.89,38.54,80.79
2025-08-11 20:41:54,23.54,58.85,15.26,15.26,26.44,39.6,81.49
2025-08-11 20:41:54,24.22,60.55,15.8,15.8,25.4,43.34,85.39
2025-08-11 20:41:56,1.26,3.15,1.47,1.47,2.28,18.28,30.83
2025-08-11 20:41:57,2.6,6.5,1.86,1.86,3.99,17.66,30.79
2025-08-11 20:41:57,24.88,62.2,16.45,16.45,40.32,49.78,103.45
2025-08-11 20:41:57,24.84,62.1,16.59,16.59,38.84,50.97,104.17
2025-08-11 20:41:57,24.79,61.97,16.59,16.59,37.31,50.96,103.56
2025-08-11 20:41:57,24.77,61.92,16.72,16.72,35.88,50.97,103.01
2025-08-11 20:41:57,24.32,60.8,16.32,16.32,34.75,51.36,101.63
2025-08-11 20:41:57,22.66,56.65,15.52,15.52,32.41,51.5,99.78
2025-08-11 20:41:57,22.1,55.25,15.25,15.25,30.81,51.78,98.63
2025-08-11 20:41:57,21.84,54.6,14.99,14.99,30.43,51.78,97.8
2025-08-11 20:41:57,21.15,52.88,14.45,14.45,29.99,51.78,96.8
2025-08-11 20:41:57,20.76,51.9,14.05,14.05,29.74,51.68,96.34
2025-08-11 20:41:58,20.61,51.52,13.78,13.78,28.89,51.27,95.59
2025-08-11 20:41:58,20.2,50.5,13.65,13.65,27.92,49.93,93.63
2025-08-11 20:41:58,18.9,47.25,12.64,12.64,25.01,48.98,89.51
2025-08-11 20:41:58,18.89,47.23,12.89,12.89,24.55,50.03,89.45
2025-08-11 20:41:58,18.89,47.23,12.87,12.87,24.47,50.29,89.56
2025-08-11 20:41:58,18.62,46.55,12.47,12.47,24.4,50.03,88.45
2025-08-11 20:41:58,18.36,45.9,12.34,12.34,24.37,48.74,86.81
2025-08-11 20:41:58,18.0,45.0,12.23,12.23,24.66,46.88,84.54
2025-08-11 20:41:58,17.74,44.35,11.95,11.95,24.92,46.24,83.48
2025-08-11 20:41:58,17.76,44.4,11.95,11.95,25.01,45.06,82.0
2025-08-11 20:41:58,17.74,44.35,11.95,11.95,24.69,43.32,80.4
2025-08-11 20:41:58,17.73,44.33,12.09,12.09,24.93,41.36,78.94
2025-08-11 20:41:58,17.73,44.33,11.82,11.82,24.48,40.59,77.88
2025-08-11 20:41:58,17.34,43.35,11.81,11.81,24.61,39.56,76.82
2025-08-11 20:41:58,16.84,42.1,11.53,11.53,24.48,38.64,75.75
2025-08-11 20:41:58,16.84,42.1,11.66,11.66,24.61,37.48,74.55
2025-08-11 20:41:58,17.09,42.73,11.8,11.8,24.55,36.68,73.97
2025-08-11 20:41:58,17.22,43.05,11.66,11.66,24.55,36.54,73.7
2025-08-11 20:41:58,17.2,43.0,11.67,11.67,24.4,36.23,73.44
2025-08-11 20:41:58,17.16,42.9,11.67,11.67,24.24,35.79,73.05
2025-08-11 20:41:58,17.15,42.88,11.66,11.66,23.98,35.77,72.67
2025-08-11 20:41:59,17.14,42.85,11.66,11.66,23.82,35.48,72.29
2025-08-11 20:41:59,16.87,42.18,11.66,11.66,23.69,35.6,72.19
2025-08-11 20:41:59,16.59,41.48,11.77,11.77,22.78,36.13,72.55
