Timestamp,Shoulder Width (cm),Chest (cm),Waist (cm),Hip Width (cm),Arm Length (cm),Leg Length (cm),Height (cm)
2025-08-11 20:42:29,39.73,99.32,26.35,26.35,46.18,88.55,162.59
2025-08-11 20:42:29,39.73,99.32,26.35,26.35,47.24,88.55,162.69
2025-08-11 20:42:29,39.73,99.32,26.49,26.49,47.25,88.55,162.78
2025-08-11 20:42:29,39.87,99.67,26.62,26.62,46.12,88.55,163.05
2025-08-11 20:42:29,39.87,99.67,26.62,26.62,46.38,88.55,162.91
2025-08-11 20:42:29,39.74,99.35,26.62,26.62,46.55,88.68,163.12
2025-08-11 20:42:29,39.74,99.35,26.62,26.62,46.31,88.56,162.73
2025-08-11 20:42:29,39.74,99.35,26.75,26.75,49.11,88.69,163.11
2025-08-11 20:42:29,39.74,99.35,26.62,26.62,37.49,88.82,163.16
2025-08-11 20:42:30,39.87,99.67,26.62,26.62,46.4,88.95,163.33
2025-08-11 20:42:30,40.0,100.0,26.75,26.75,46.12,88.68,163.07
2025-08-11 20:42:30,40.14,100.35,26.75,26.75,44.13,88.68,163.02
2025-08-11 20:42:30,40.14,100.35,26.75,26.75,45.89,88.69,162.89
2025-08-11 20:42:30,40.0,100.0,26.75,26.75,46.6,88.56,162.89
2025-08-11 20:42:30,40.0,100.0,26.75,26.75,44.71,88.55,162.9
2025-08-11 20:42:30,40.0,100.0,26.75,26.75,43.13,88.68,162.75
2025-08-11 20:42:30,40.0,100.0,26.62,26.62,41.28,88.55,162.55
2025-08-11 20:42:30,39.86,99.65,26.36,26.36,37.98,88.28,162.19
2025-08-11 20:42:30,39.86,99.65,26.22,26.22,38.06,88.15,161.85
2025-08-11 20:42:30,39.86,99.65,26.22,26.22,41.54,88.15,161.62
2025-08-11 20:42:30,39.86,99.65,26.08,26.08,46.71,87.23,159.35
2025-08-11 20:42:30,39.73,99.32,25.68,25.68,50.08,87.42,158.83
2025-08-11 20:42:30,39.6,99.0,25.42,25.42,49.63,87.0,157.47
2025-08-11 20:42:30,39.46,98.65,25.42,25.42,50.03,86.73,156.91
2025-08-11 20:42:30,39.47,98.67,25.42,25.42,50.37,86.86,156.91
2025-08-11 20:42:30,39.47,98.67,25.55,25.55,49.63,86.86,156.64
2025-08-11 20:42:30,39.34,98.35,25.55,25.55,49.4,86.85,156.24
2025-08-11 20:42:30,39.33,98.32,25.42,25.42,50.14,87.1,156.24
2025-08-11 20:42:30,39.2,98.0,25.41,25.41,50.82,87.23,156.1
2025-08-11 20:42:30,39.33,98.32,25.42,25.42,50.37,87.12,155.83
2025-08-11 20:42:31,39.2,98.0,25.28,25.28,48.33,86.98,155.16
2025-08-11 20:42:31,39.19,97.97,25.01,25.01,49.14,87.11,155.29
2025-08-11 20:42:31,39.06,97.65,24.88,24.88,49.43,87.11,155.29
2025-08-11 20:42:31,39.06,97.65,24.75,24.75,50.14,87.12,155.29
2025-08-11 20:42:31,39.06,97.65,24.88,24.88,51.33,87.26,155.29
2025-08-11 20:42:31,38.92,97.3,24.88,24.88,51.44,87.26,155.43
2025-08-11 20:42:31,39.06,97.65,24.88,24.88,51.81,87.79,155.96
2025-08-11 20:42:31,39.06,97.65,25.01,25.01,52.23,87.52,155.43
2025-08-11 20:42:31,39.06,97.65,25.01,25.01,52.8,87.5,155.3
2025-08-11 20:42:31,39.06,97.65,25.15,25.15,52.51,87.37,155.16
2025-08-11 20:42:31,39.06,97.65,25.28,25.28,52.48,87.37,155.03
2025-08-11 20:42:31,39.06,97.65,25.15,25.15,52.48,87.64,154.76
2025-08-11 20:42:31,39.06,97.65,25.28,25.28,52.34,87.24,154.09
2025-08-11 20:42:31,39.06,97.65,25.28,25.28,52.33,87.24,153.96
2025-08-11 20:42:31,39.06,97.65,25.28,25.28,51.47,86.82,153.17
2025-08-11 20:42:31,39.06,97.65,25.28,25.28,51.3,86.42,152.63
2025-08-11 20:42:31,39.06,97.65,25.41,25.41,51.41,86.56,152.77
2025-08-11 20:42:31,39.06,97.65,25.41,25.41,51.26,86.59,152.62
2025-08-11 20:42:31,39.06,97.65,25.28,25.28,51.09,86.6,152.62
2025-08-11 20:42:31,38.92,97.3,25.41,25.41,51.24,86.6,152.62
2025-08-11 20:42:32,38.79,96.97,25.28,25.28,50.19,86.59,152.62
2025-08-11 20:42:32,38.79,96.97,25.28,25.28,50.34,86.45,152.49
2025-08-11 20:42:32,38.92,97.3,25.41,25.41,51.26,87.12,153.16
2025-08-11 20:42:32,38.79,96.97,25.41,25.41,49.64,87.26,152.89
2025-08-11 20:42:32,38.79,96.97,25.41,25.41,49.5,87.12,152.75
2025-08-11 20:42:32,38.79,96.97,25.41,25.41,49.09,86.99,152.62
2025-08-11 20:42:32,38.79,96.97,25.41,25.41,50.51,87.11,152.89
2025-08-11 20:42:32,38.79,96.97,25.41,25.41,51.46,87.09,152.9
2025-08-11 20:42:32,38.66,96.65,25.41,25.41,51.35,86.99,152.75
2025-08-11 20:42:32,38.66,96.65,25.41,25.41,51.1,86.99,152.75
2025-08-11 20:42:32,38.66,96.65,25.41,25.41,51.35,86.59,152.35
2025-08-11 20:42:32,38.66,96.65,25.41,25.41,51.13,86.58,152.36
2025-08-11 20:42:32,38.66,96.65,25.41,25.41,51.28,86.45,152.36
2025-08-11 20:42:32,38.66,96.65,25.55,25.55,51.28,86.61,152.35
2025-08-11 20:42:32,38.79,96.97,25.55,25.55,52.12,86.6,152.49
2025-08-11 20:42:32,39.19,97.97,25.68,25.68,52.12,86.88,153.02
2025-08-11 20:42:32,39.19,97.97,25.68,25.68,51.88,86.88,153.29
2025-08-11 20:42:32,39.19,97.97,25.95,25.95,51.34,86.75,153.56
2025-08-11 20:42:32,39.46,98.65,26.22,26.22,53.6,87.14,154.23
2025-08-11 20:42:32,39.59,98.98,26.22,26.22,53.62,87.26,155.04
2025-08-11 20:42:33,39.86,99.65,26.49,26.49,54.62,87.79,156.66
2025-08-11 20:42:33,40.13,100.33,26.62,26.62,54.35,87.79,158.54
2025-08-11 20:42:33,40.13,100.33,26.75,26.75,54.35,87.4,159.88
2025-08-11 20:42:33,40.13,100.33,26.75,26.75,53.78,87.26,160.55
2025-08-11 20:42:33,40.26,100.65,26.89,26.89,53.31,87.26,160.96
2025-08-11 20:42:33,40.26,100.65,26.89,26.89,53.47,87.26,161.23
2025-08-11 20:42:33,40.4,101.0,26.89,26.89,53.71,87.27,161.23
2025-08-11 20:42:33,40.4,101.0,27.02,27.02,53.86,87.41,161.23
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.84,87.4,161.37
2025-08-11 20:42:33,40.53,101.33,27.02,27.02,54.17,87.26,161.51
2025-08-11 20:42:33,40.4,101.0,27.15,27.15,53.6,87.26,161.24
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.05,87.27,161.24
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.07,87.27,161.37
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.07,87.14,161.24
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.26,87.27,161.24
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.53,87.27,161.38
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,53.53,87.27,161.38
2025-08-11 20:42:33,40.53,101.33,27.15,27.15,52.71,87.25,161.4
2025-08-11 20:42:33,40.4,101.0,27.02,27.02,52.89,87.25,161.4
2025-08-11 20:42:33,40.53,101.33,27.02,27.02,52.97,87.25,161.4
2025-08-11 20:42:33,40.53,101.33,27.02,27.02,53.33,87.12,161.4
2025-08-11 20:42:34,40.53,101.33,27.15,27.15,53.19,87.24,161.42
2025-08-11 20:42:34,40.53,101.33,27.15,27.15,53.7,87.11,161.42
2025-08-11 20:42:34,40.66,101.65,27.15,27.15,53.67,87.11,161.55
2025-08-11 20:42:34,40.66,101.65,27.15,27.15,53.91,87.11,161.54
2025-08-11 20:42:34,40.66,101.65,27.29,27.29,53.71,87.11,161.55
2025-08-11 20:42:34,40.93,102.33,27.29,27.29,53.44,87.12,161.54
2025-08-11 20:42:34,41.06,102.65,27.29,27.29,54.49,87.39,161.94
2025-08-11 20:42:34,41.06,102.65,27.15,27.15,51.95,87.26,161.92
2025-08-11 20:42:34,40.8,102.0,27.15,27.15,52.34,87.31,162.83
2025-08-11 20:42:34,40.53,101.33,27.29,27.29,50.58,86.26,162.69
2025-08-11 20:42:34,40.53,101.33,27.29,27.29,48.18,86.09,162.85
2025-08-11 20:42:34,40.4,101.0,27.29,27.29,48.86,86.09,163.53
2025-08-11 20:42:34,40.13,100.33,27.15,27.15,47.17,86.09,163.53
2025-08-11 20:42:34,39.6,99.0,27.02,27.02,38.5,85.69,162.86
2025-08-11 20:42:34,39.06,97.65,26.89,26.89,35.74,85.29,161.79
2025-08-11 20:42:34,38.66,96.65,26.89,26.89,39.01,85.25,161.95
2025-08-11 20:42:34,38.4,96.0,26.62,26.62,33.18,85.11,161.56
2025-08-11 20:42:34,37.87,94.67,26.48,26.48,36.72,85.09,161.58
2025-08-11 20:42:34,37.46,93.65,26.35,26.35,43.08,85.1,161.56
2025-08-11 20:42:34,37.2,93.0,25.82,25.82,43.04,85.23,161.55
2025-08-11 20:42:34,36.8,92.0,25.55,25.55,41.74,85.35,161.06
2025-08-11 20:42:35,36.93,92.33,25.55,25.55,42.54,85.48,161.06
2025-08-11 20:42:35,36.53,91.33,25.28,25.28,44.14,85.34,160.56
2025-08-11 20:42:35,36.27,90.68,25.02,25.02,47.9,85.07,159.8
2025-08-11 20:42:35,35.87,89.67,24.48,24.48,48.69,84.94,159.19
2025-08-11 20:42:35,35.47,88.67,24.21,24.21,49.28,84.27,158.21
2025-08-11 20:42:35,35.07,87.67,24.08,24.08,49.12,84.14,157.81
2025-08-11 20:42:35,34.67,86.68,23.94,23.94,49.22,83.2,156.33
2025-08-11 20:42:35,34.4,86.0,23.54,23.54,48.96,83.07,155.92
2025-08-11 20:42:35,34.26,85.65,23.41,23.41,48.9,83.2,155.92
2025-08-11 20:42:35,34.26,85.65,23.41,23.41,49.12,83.2,155.66
2025-08-11 20:42:35,34.26,85.65,23.27,23.27,48.89,83.07,155.39
2025-08-11 20:42:35,34.13,85.33,23.14,23.14,48.76,83.2,155.29
2025-08-11 20:42:35,34.13,85.33,23.28,23.28,48.76,83.06,155.29
2025-08-11 20:42:35,34.13,85.33,23.28,23.28,48.01,83.07,155.28
2025-08-11 20:42:35,34.12,85.3,23.41,23.41,47.85,82.93,155.02
2025-08-11 20:42:35,34.12,85.3,23.27,23.27,48.38,83.07,155.14
2025-08-11 20:42:35,34.12,85.3,23.27,23.27,47.66,83.21,155.21
2025-08-11 20:42:35,34.25,85.62,23.41,23.41,48.05,83.2,155.27
2025-08-11 20:42:35,34.25,85.62,23.41,23.41,48.17,82.94,155.25
2025-08-11 20:42:35,34.25,85.62,23.41,23.41,48.6,82.94,155.38
2025-08-11 20:42:36,34.25,85.62,23.41,23.41,48.76,82.94,155.38
2025-08-11 20:42:36,34.39,85.97,23.41,23.41,49.44,82.94,155.47
2025-08-11 20:42:36,34.39,85.97,23.54,23.54,50.05,82.69,155.44
2025-08-11 20:42:36,34.39,85.97,23.41,23.41,48.88,82.81,155.57
2025-08-11 20:42:36,34.39,85.97,23.54,23.54,48.05,82.95,155.69
2025-08-11 20:42:36,34.39,85.97,23.41,23.41,47.33,82.81,155.55
2025-08-11 20:42:36,34.39,85.97,23.54,23.54,45.26,82.42,155.54
2025-08-11 20:42:36,34.53,86.33,23.54,23.54,45.9,82.82,155.95
2025-08-11 20:42:36,34.79,86.97,23.81,23.81,47.55,83.23,156.87
2025-08-11 20:42:36,34.92,87.3,24.08,24.08,47.59,83.89,157.7
2025-08-11 20:42:36,35.6,89.0,24.75,24.75,44.09,83.68,158.42
2025-08-11 20:42:36,36.4,91.0,25.01,25.01,44.12,83.82,159.61
2025-08-11 20:42:36,36.8,92.0,25.01,25.01,44.92,84.72,160.97
2025-08-11 20:42:36,37.2,93.0,25.15,25.15,44.5,84.84,160.99
2025-08-11 20:42:36,38.27,95.68,25.41,25.41,37.74,85.25,161.53
2025-08-11 20:42:36,40.8,102.0,26.89,26.89,33.05,85.18,161.66
2025-08-11 20:42:36,43.21,108.03,27.82,27.82,33.42,86.95,165.14
2025-08-11 20:42:36,44.55,111.38,28.62,28.62,35.3,87.19,166.52
2025-08-11 20:42:36,45.22,113.05,29.03,29.03,36.73,87.16,167.23
2025-08-11 20:42:36,45.63,114.08,29.16,29.16,50.52,87.43,168.41
2025-08-11 20:42:37,48.59,121.48,30.36,30.36,57.14,89.9,171.96
2025-08-11 20:42:37,49.93,124.83,31.43,31.43,59.03,91.0,173.41
2025-08-11 20:42:37,51.01,127.52,31.43,31.43,58.76,92.36,174.86
2025-08-11 20:42:37,51.4,128.5,32.24,32.24,59.08,93.99,177.66
2025-08-11 20:42:37,52.08,130.2,33.04,33.04,59.97,94.98,180.2
2025-08-11 20:42:37,52.88,132.2,33.04,33.04,62.07,95.91,181.27
2025-08-11 20:42:37,53.02,132.55,33.04,33.04,63.46,96.84,183.27
2025-08-11 20:42:37,52.74,131.85,33.19,33.19,62.51,97.13,183.27
2025-08-11 20:42:37,52.61,131.53,33.59,33.59,62.22,96.83,180.98
2025-08-11 20:42:37,52.34,130.85,33.73,33.73,61.64,96.84,180.31
2025-08-11 20:42:37,52.06,130.15,33.72,33.72,61.92,97.23,179.78
2025-08-11 20:42:37,51.93,129.82,33.19,33.19,59.96,96.99,177.5
2025-08-11 20:42:37,51.25,128.12,33.19,33.19,59.79,96.76,176.97
2025-08-11 20:42:37,48.97,122.42,31.85,31.85,59.45,96.52,174.99
2025-08-11 20:42:37,47.36,118.4,31.19,31.19,60.76,96.47,173.79
2025-08-11 20:42:37,46.82,117.05,30.79,30.79,58.95,96.45,174.2
2025-08-11 20:42:37,46.28,115.7,30.79,30.79,59.35,96.57,174.74
2025-08-11 20:42:37,46.15,115.38,30.52,30.52,58.46,96.56,175.01
2025-08-11 20:42:37,46.01,115.02,30.52,30.52,57.08,96.42,175.16
2025-08-11 20:42:37,46.15,115.38,30.51,30.51,57.15,96.54,175.3
2025-08-11 20:42:38,46.15,115.38,30.38,30.38,57.27,96.55,174.62
2025-08-11 20:42:38,46.01,115.02,30.38,30.38,58.46,96.55,174.22
2025-08-11 20:42:38,46.01,115.02,30.52,30.52,58.46,96.55,174.22
2025-08-11 20:42:38,45.75,114.38,30.38,30.38,58.4,96.55,174.23
2025-08-11 20:42:38,45.61,114.03,30.38,30.38,59.04,96.55,173.41
2025-08-11 20:42:38,45.34,113.35,30.38,30.38,59.13,96.81,172.62
2025-08-11 20:42:38,44.41,111.02,29.58,29.58,60.18,96.77,171.53
2025-08-11 20:42:38,44.28,110.7,29.58,29.58,60.29,96.62,170.55
2025-08-11 20:42:38,44.55,111.38,29.05,29.05,60.13,96.47,169.97
2025-08-11 20:42:38,44.41,111.02,29.17,29.17,60.41,96.48,169.9
2025-08-11 20:42:38,43.34,108.35,28.9,28.9,50.86,96.46,170.21
2025-08-11 20:42:38,42.8,107.0,28.5,28.5,52.25,96.45,170.13
2025-08-11 20:42:38,41.73,104.32,27.16,27.16,50.65,95.93,167.96
2025-08-11 20:42:38,40.8,102.0,27.29,27.29,25.87,95.96,167.56
2025-08-11 20:42:38,40.67,101.68,28.5,28.5,23.09,93.57,164.83
2025-08-11 20:42:38,39.73,99.32,28.51,28.51,20.78,92.91,162.96
2025-08-11 20:42:38,40.29,100.72,28.13,28.13,46.33,93.26,162.11
2025-08-11 20:42:38,40.68,101.7,27.45,27.45,55.63,93.29,160.06
2025-08-11 20:42:38,40.81,102.03,26.1,26.1,58.77,92.99,159.05
2025-08-11 20:42:38,40.67,101.68,25.69,25.69,57.54,93.23,157.72
2025-08-11 20:42:38,40.93,102.33,25.95,25.95,60.28,93.23,156.8
2025-08-11 20:42:39,40.8,102.0,25.68,25.68,57.98,93.9,156.65
2025-08-11 20:42:39,40.66,101.65,25.68,25.68,56.61,94.04,156.96
2025-08-11 20:42:39,40.66,101.65,25.68,25.68,56.43,94.03,156.87
2025-08-11 20:42:39,41.06,102.65,25.95,25.95,54.21,93.9,157.08
2025-08-11 20:42:39,41.33,103.32,26.08,26.08,53.41,93.63,156.89
2025-08-11 20:42:39,41.2,103.0,26.22,26.22,56.22,93.37,155.91
2025-08-11 20:42:39,41.2,103.0,26.22,26.22,55.51,93.37,155.62
2025-08-11 20:42:39,41.47,103.67,26.89,26.89,58.79,93.51,156.02
2025-08-11 20:42:39,41.47,103.67,26.76,26.76,57.69,93.37,155.73
2025-08-11 20:42:39,41.89,104.72,26.89,26.89,59.14,93.11,155.58
2025-08-11 20:42:39,41.62,104.05,26.89,26.89,58.07,93.12,155.41
2025-08-11 20:42:39,41.21,103.03,26.23,26.23,55.8,92.88,155.06
2025-08-11 20:42:39,41.08,102.7,26.23,26.23,56.05,92.74,154.92
2025-08-11 20:42:39,41.08,102.7,26.38,26.38,56.26,92.5,155.01
2025-08-11 20:42:39,41.08,102.7,26.38,26.38,55.64,92.49,155.69
2025-08-11 20:42:39,41.08,102.7,26.24,26.24,55.42,92.34,155.97
2025-08-11 20:42:39,41.09,102.73,26.65,26.65,56.45,92.21,156.24
2025-08-11 20:42:39,41.47,103.67,26.65,26.65,56.63,92.19,156.38
2025-08-11 20:42:39,41.07,102.67,26.51,26.51,56.16,91.79,155.99
2025-08-11 20:42:39,40.94,102.35,26.24,26.24,56.2,91.66,155.05
2025-08-11 20:42:40,40.8,102.0,26.1,26.1,54.45,92.05,155.19
2025-08-11 20:42:40,40.93,102.33,26.23,26.23,55.33,92.18,155.46
2025-08-11 20:42:40,40.93,102.33,26.23,26.23,53.83,91.92,155.18
2025-08-11 20:42:40,41.07,102.67,26.37,26.37,59.43,91.92,155.18
2025-08-11 20:42:40,40.93,102.33,26.37,26.37,57.28,91.78,155.05
2025-08-11 20:42:40,41.2,103.0,26.37,26.37,57.75,91.78,155.2
2025-08-11 20:42:40,41.07,102.67,26.5,26.5,55.38,91.78,155.19
2025-08-11 20:42:40,41.07,102.67,26.51,26.51,55.47,91.78,155.32
2025-08-11 20:42:40,41.07,102.67,26.63,26.63,53.01,91.79,155.43
2025-08-11 20:42:40,41.07,102.67,26.77,26.77,54.18,91.65,155.59
2025-08-11 20:42:40,41.07,102.67,26.91,26.91,54.81,91.53,155.84
2025-08-11 20:42:40,41.07,102.67,26.51,26.51,53.23,91.51,155.92
2025-08-11 20:42:40,40.94,102.35,26.38,26.38,53.45,91.51,155.93
2025-08-11 20:42:40,40.94,102.35,26.51,26.51,52.34,91.38,155.94
2025-08-11 20:42:41,40.81,102.03,26.5,26.5,57.19,91.24,156.01
2025-08-11 20:42:41,40.81,102.03,26.36,26.36,56.89,91.1,155.74
2025-08-11 20:42:41,40.68,101.7,26.23,26.23,56.51,90.58,154.89
2025-08-11 20:42:41,40.68,101.7,25.97,25.97,56.64,90.31,154.5
2025-08-11 20:42:41,40.54,101.35,25.84,25.84,55.17,90.44,154.5
2025-08-11 20:42:41,40.41,101.02,25.83,25.83,52.37,90.44,154.1
2025-08-11 20:42:41,40.28,100.7,25.83,25.83,52.72,90.31,153.97
2025-08-11 20:42:41,40.14,100.35,25.83,25.83,53.09,90.31,153.97
2025-08-11 20:42:41,40.28,100.7,25.7,25.7,52.96,90.19,153.66
2025-08-11 20:42:41,40.27,100.68,25.7,25.7,53.18,90.04,153.45
2025-08-11 20:42:41,40.27,100.68,25.84,25.84,53.72,90.04,153.58
2025-08-11 20:42:41,40.14,100.35,25.7,25.7,53.8,89.9,153.31
2025-08-11 20:42:41,40.14,100.35,25.86,25.86,57.22,89.11,153.56
2025-08-11 20:42:41,40.15,100.38,25.86,25.86,56.74,89.0,153.38
2025-08-11 20:42:41,40.15,100.38,25.98,25.98,54.99,89.11,153.3
2025-08-11 20:42:41,40.15,100.38,25.98,25.98,54.65,89.24,153.18
2025-08-11 20:42:41,40.15,100.38,25.84,25.84,54.27,89.24,152.92
2025-08-11 20:42:41,39.88,99.7,25.84,25.84,54.36,89.1,152.79
2025-08-11 20:42:42,39.88,99.7,25.84,25.84,54.58,89.23,152.95
2025-08-11 20:42:42,39.88,99.7,25.85,25.85,56.38,89.36,153.34
2025-08-11 20:42:42,39.88,99.7,25.72,25.72,56.72,89.36,153.33
2025-08-11 20:42:42,40.02,100.05,25.85,25.85,55.33,89.37,153.03
2025-08-11 20:42:42,40.02,100.05,25.85,25.85,54.91,89.38,152.76
2025-08-11 20:42:42,40.01,100.02,25.83,25.83,53.57,89.5,152.28
2025-08-11 20:42:42,39.87,99.67,25.56,25.56,53.52,90.02,152.34
2025-08-11 20:42:42,39.87,99.67,25.56,25.56,53.56,89.75,151.93
2025-08-11 20:42:42,40.15,100.38,25.84,25.84,58.43,89.49,152.3
2025-08-11 20:42:42,40.15,100.38,25.84,25.84,58.33,89.49,152.3
